Time (s),Channel 1 (V)
-5.0350000000000001,0.14656684529744121
-5.0337500000000004,0.14137786396149693
-5.0324999999999998,0.15175582663337372
-5.03125,0.125810919953664
-5.0300000000000002,0.089488050602053892
-5.0287500000000005,0.07911008793017002
-5.0274999999999999,0.084299069266109583
-5.0262500000000001,0.11543295728177541
-5.0250000000000004,0.13618888262555262
-5.0237499999999997,0.12581091995365457
-5.0225,0.10505499460988679
-5.0212500000000002,0.10505499460988679
-5.0200000000000005,0.10505499460988679
-5.0187499999999998,0.11024397594582402
-5.0175000000000001,0.094677031937998202
-5.0162500000000003,0.1102439759458311
-5.0150000000000006,0.1465668452974247
-5.0137499999999999,0.15175582663338552
-5.0125000000000002,0.14656684529744121
-5.0112500000000004,0.125810919953664
-5.0099999999999998,0.089488050602049174
-5.00875,0.079110087930165301
-5.0075000000000003,0.084299069266109583
-5.0062500000000005,0.11024397594581931
-5.0049999999999999,0.13099990128960831
-5.0037500000000001,0.125810919953664
-5.0025000000000004,0.099866013273942483
-5.0012499999999998,0.089488050602056252
-5,0.094677031937998202
-4.9987500000000002,0.099866013273942483
-4.9975000000000005,0.094677031938000561
-4.9962499999999999,0.11543295728177541
-4.9950000000000001,0.13099990128960831
-4.9937500000000004,0.14656684529744121
-4.9924999999999997,0.14656684529743177
-4.99125,0.125810919953664
-4.9900000000000002,0.094677031937998202
-4.9887500000000005,0.089488050602056252
-4.9874999999999998,0.089488050602063329
-4.9862500000000001,0.1102439759458311
-4.9850000000000003,0.125810919953664
-4.9837500000000006,0.12062193861772205
-4.9824999999999999,0.10505499460988679
-4.9812500000000002,0.094677031937998202
-4.9800000000000004,0.094677031937998202
-4.9787499999999998,0.10505499460988207
-4.9775,0.094677031937998202
-4.9762500000000003,0.1102439759458311
-4.9750000000000005,0.14137786396148277
-4.9737499999999999,0.15175582663338552
-4.9725000000000001,0.14137786396149693
-4.9712500000000004,0.125810919953664
-4.9699999999999998,0.089488050602051533
-4.96875,0.084299069266109583
-4.9675000000000002,0.089488050602053892
-4.9662500000000005,0.12581091995364749
-4.9649999999999999,0.13618888262555262
-4.9637500000000001,0.125810919953664
-4.9625000000000004,0.11543295728177541
-4.9612499999999997,0.094677031937998202
-4.96,0.094677031937998202
-4.9587500000000002,0.099866013273942483
-4.9575000000000005,0.089488050602058611
-4.9562499999999998,0.11024397594584526
-4.9550000000000001,0.14137786396149693
-4.9537500000000003,0.14656684529744121
-4.9525000000000006,0.13099990128961539
-4.9512499999999999,0.11543295728177541
-4.9500000000000002,0.084299069266109583
-4.9487500000000004,0.089488050602053892
-4.9474999999999998,0.094677031938009998
-4.94625,0.12062193861771969
-4.9450000000000003,0.14137786396149693
-4.9437500000000005,0.12581091995367108
-4.9424999999999999,0.10505499460988679
-4.9412500000000001,0.084299069266109583
-4.9400000000000004,0.094677031937998202
-4.9387499999999998,0.11543295728177305
-4.9375,0.1102439759458311
-4.9362500000000002,0.13099990128960831
-4.9350000000000005,0.15175582663337608
-4.9337499999999999,0.16732277064121842
-4.9325000000000001,0.14656684529744121
-4.9312500000000004,0.1102439759458311
-4.9299999999999997,0.089488050602051533
-4.92875,0.084299069266109583
-4.9275000000000002,0.089488050602053892
-4.9262500000000005,0.11543295728176362
-4.9249999999999998,0.11543295728177541
-4.9237500000000001,0.11543295728177541
-4.9225000000000003,0.1102439759458311
-4.9212500000000006,0.094677031938005279
-4.9199999999999999,0.099866013273942483
-4.9187500000000002,0.10505499460988679
-4.9175000000000004,0.099866013273942483
-4.9162499999999998,0.12062193861772913
-4.915,0.14137786396149693
-4.9137500000000003,0.16213378930527414
-4.9125000000000005,0.16732277064121606
-4.9112499999999999,0.14137786396149693
-4.9100000000000001,0.10505499460988679
-4.9087500000000004,0.089488050602053892
-4.9074999999999998,0.079110087930177098
-4.90625,0.10505499460988679
-4.9050000000000002,0.12062193861771969
-4.9037500000000005,0.09986601327395192
-4.9024999999999999,0.099866013273942483
-4.9012500000000001,0.10505499460988679
-4.9000000000000004,0.094677031937998202
-4.8987499999999997,0.12062193861771497
-4.8975,0.1102439759458311
-4.8962500000000002,0.11543295728177541
-4.8950000000000005,0.14656684529742706
-4.8937499999999998,0.16732277064121134
-4.8925000000000001,0.15175582663338552
-4.8912500000000003,0.125810919953664
-4.8900000000000006,0.094677031938012357
-4.8887499999999999,0.084299069266109583
-4.8875000000000002,0.089488050602053892
-4.8862500000000004,0.1102439759458311
-4.8849999999999998,0.13618888262554554
-4.88375,0.12062193861771969
-4.8825000000000003,0.099866013273942483
-4.8812500000000005,0.089488050602058611
-4.8799999999999999,0.079110087930165301
-4.8787500000000001,0.084299069266109583
-4.8775000000000004,0.079110087930165301
-4.8762499999999998,0.099866013273949561
-4.875,0.11543295728177541
-4.8737500000000002,0.13099990128960831
-4.8725000000000005,0.12062193861772441
-4.8712499999999999,0.099866013273942483
-4.8700000000000001,0.089488050602053892
-4.8687500000000004,0.089488050602053892
-4.8674999999999997,0.1102439759458429
-4.86625,0.13618888262555262
-4.8650000000000002,0.15175582663338552
-4.8637500000000005,0.14656684529744357
-4.8624999999999998,0.12062193861771497
-4.8612500000000001,0.1102439759458311
-4.8600000000000003,0.089488050602053892
-4.8587500000000006,0.089488050602053892
-4.8574999999999999,0.073921106594220992
-4.8562500000000002,0.084299069266109583
-4.8550000000000004,0.10505499460988679
-4.8537499999999998,0.11543295728178013
-4.8525,0.125810919953664
-4.8512500000000003,0.1102439759458311
-4.8500000000000005,0.089488050602063329
-4.8487499999999999,0.089488050602053892
-4.8475000000000001,0.099866013273942483
-4.8462500000000004,0.13099990128960831
-4.8449999999999998,0.15694480796932275
-4.84375,0.14137786396149693
-4.8425000000000002,0.1102439759458311
-4.8412500000000005,0.099866013273947202
-4.8399999999999999,0.099866013273942483
-4.8387500000000001,0.099866013273942483
-4.8375000000000004,0.089488050602053892
-4.8362499999999997,0.10505499460989859
-4.835,0.13099990128960831
-4.8337500000000002,0.13099990128960831
-4.8325000000000005,0.13099990128960831
-4.8312499999999998,0.11024397594581931
-4.8300000000000001,0.084299069266109583
-4.8287500000000003,0.084299069266109583
-4.8275000000000006,0.084299069266109583
-4.8262499999999999,0.1102439759458311
-4.8250000000000002,0.14137786396149693
-4.8237500000000004,0.13618888262555262
-4.8224999999999998,0.10505499460987736
-4.82125,0.084299069266109583
-4.8200000000000003,0.089488050602053892
-4.8187500000000005,0.094677031937995842
-4.8174999999999999,0.089488050602053892
-4.8162500000000001,0.10505499460988679
-4.8150000000000004,0.13618888262555262
-4.8137499999999998,0.14656684529743649
-4.8125,0.13618888262555262
